               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.023103,            0.010627,            0.016879,             0.87926,             0.89393,             0.90332,             0.62123,            0.013615,           0.0032751,           0.0055383,           0.0069508,           0.0069508,           0.0069508
                 156,            0.023203,            0.010646,            0.016778,             0.86427,             0.90494,             0.90415,             0.62289,            0.013606,           0.0032737,           0.0056062,            0.006931,            0.006931,            0.006931
                 157,            0.023098,             0.01064,             0.01728,             0.86447,             0.91177,             0.90445,             0.62333,            0.013584,           0.0032821,           0.0057584,           0.0069112,           0.0069112,           0.0069112
                 158,            0.022998,            0.010663,            0.016528,              0.8612,             0.91385,             0.90484,             0.62172,            0.013557,           0.0032832,           0.0060404,           0.0068914,           0.0068914,           0.0068914
                 159,            0.022963,            0.010635,            0.016742,             0.86078,             0.91441,             0.90555,             0.62274,            0.013567,           0.0032814,            0.005917,           0.0068716,           0.0068716,           0.0068716
                 160,            0.022904,            0.010589,            0.016308,              0.8652,             0.90688,             0.90544,             0.62272,             0.01358,           0.0032797,           0.0059369,           0.0068518,           0.0068518,           0.0068518
                 161,            0.022989,            0.010678,            0.016694,             0.86078,             0.91585,             0.90546,              0.6227,            0.013583,           0.0032802,           0.0059856,            0.006832,            0.006832,            0.006832
                 162,             0.02317,            0.010658,            0.016669,             0.85475,             0.91835,             0.90444,             0.62138,            0.013553,            0.003286,           0.0060374,           0.0068122,           0.0068122,           0.0068122
                 163,            0.022875,            0.010604,            0.016947,             0.85293,              0.9223,             0.90387,             0.62131,            0.013558,            0.003286,           0.0060234,           0.0067924,           0.0067924,           0.0067924
                 164,            0.022746,            0.010603,             0.01642,             0.85676,             0.91551,             0.90117,             0.62331,            0.013574,           0.0032895,           0.0059815,           0.0067726,           0.0067726,           0.0067726
                 165,            0.023007,            0.010622,            0.016746,             0.85379,             0.91702,             0.90213,             0.62292,            0.013588,           0.0032927,           0.0058981,           0.0067528,           0.0067528,           0.0067528
                 166,            0.022891,            0.010692,            0.016677,             0.85147,             0.91889,              0.9025,             0.62256,            0.013643,           0.0032932,           0.0058119,            0.006733,            0.006733,            0.006733
                 167,             0.02276,            0.010529,            0.015729,             0.85983,             0.90872,             0.90087,             0.62082,            0.013682,           0.0032974,           0.0058633,           0.0067132,           0.0067132,           0.0067132
                 168,            0.023017,            0.010581,             0.01627,             0.85816,             0.90853,             0.90148,             0.62114,            0.013672,              0.0033,           0.0059517,           0.0066934,           0.0066934,           0.0066934
                 169,            0.022994,            0.010636,            0.016212,             0.86499,             0.90228,             0.90279,             0.62382,            0.013661,           0.0033017,           0.0059582,           0.0066736,           0.0066736,           0.0066736
                 170,            0.022894,             0.01052,             0.01606,              0.8644,             0.90455,             0.90383,             0.62435,            0.013657,           0.0033025,           0.0059091,           0.0066538,           0.0066538,           0.0066538
                 171,            0.022871,            0.010593,            0.016808,             0.86344,             0.90546,             0.90421,             0.62399,            0.013668,           0.0033032,           0.0059573,            0.006634,            0.006634,            0.006634
                 172,            0.023141,              0.0105,            0.015911,             0.86279,             0.90813,             0.90636,             0.62465,            0.013659,           0.0033021,           0.0059863,           0.0066142,           0.0066142,           0.0066142
                 173,            0.022804,            0.010634,            0.016608,             0.86364,             0.91306,             0.90745,             0.62532,            0.013681,           0.0033023,           0.0058865,           0.0065944,           0.0065944,           0.0065944
                 174,            0.022772,            0.010531,            0.016888,             0.86236,             0.91329,             0.90741,             0.62576,            0.013689,           0.0033018,           0.0058307,           0.0065746,           0.0065746,           0.0065746
                 175,             0.02291,            0.010572,            0.016618,             0.86676,             0.90816,             0.90669,             0.62543,            0.013682,           0.0033006,           0.0058552,           0.0065548,           0.0065548,           0.0065548
                 176,             0.02282,             0.01055,            0.016959,             0.86118,             0.91674,             0.90723,             0.62677,            0.013684,           0.0032968,           0.0058344,            0.006535,            0.006535,            0.006535
                 177,            0.022843,            0.010506,            0.016168,             0.86294,             0.91417,             0.90713,             0.62685,            0.013682,           0.0032963,           0.0058148,           0.0065152,           0.0065152,           0.0065152
                 178,            0.022734,            0.010553,            0.016432,             0.88637,             0.88678,             0.90736,              0.6278,            0.013699,           0.0032985,           0.0058336,           0.0064954,           0.0064954,           0.0064954
                 179,            0.022952,             0.01063,            0.016305,             0.88835,             0.88711,             0.90624,              0.6254,            0.013699,           0.0032999,           0.0058875,           0.0064756,           0.0064756,           0.0064756
                 180,             0.02274,            0.010483,            0.016157,             0.88366,             0.89244,             0.90605,             0.62651,            0.013692,           0.0032961,            0.005925,           0.0064558,           0.0064558,           0.0064558
                 181,            0.022919,             0.01059,            0.016497,             0.88136,             0.89211,             0.90489,             0.62624,             0.01369,           0.0032924,           0.0059826,            0.006436,            0.006436,            0.006436
                 182,            0.022666,            0.010592,             0.01541,             0.88427,             0.88641,             0.90353,             0.62648,            0.013705,           0.0032895,           0.0060138,           0.0064162,           0.0064162,           0.0064162
                 183,            0.022811,             0.01055,            0.016217,             0.88732,             0.88929,             0.90444,             0.62537,            0.013691,           0.0032886,           0.0060858,           0.0063964,           0.0063964,           0.0063964
                 184,            0.022629,            0.010523,            0.015381,             0.88258,              0.8909,             0.90378,             0.62535,            0.013679,           0.0032871,           0.0060484,           0.0063766,           0.0063766,           0.0063766
                 185,            0.022913,            0.010531,            0.016135,             0.88711,             0.88868,             0.90405,             0.62665,            0.013681,           0.0032897,           0.0060617,           0.0063568,           0.0063568,           0.0063568
                 186,            0.022817,             0.01055,            0.015576,             0.88806,             0.88969,             0.90531,             0.62578,            0.013683,           0.0032902,           0.0061142,            0.006337,            0.006337,            0.006337
                 187,            0.022711,            0.010413,            0.016017,             0.88633,             0.89076,             0.90555,              0.6267,            0.013674,           0.0032928,           0.0061272,           0.0063172,           0.0063172,           0.0063172
                 188,             0.02288,            0.010582,            0.015568,             0.88619,              0.8897,             0.90497,             0.62632,            0.013659,           0.0032919,           0.0061708,           0.0062974,           0.0062974,           0.0062974
                 189,            0.022671,            0.010416,            0.015875,             0.88678,             0.89086,             0.90477,             0.62634,            0.013648,           0.0032887,           0.0061881,           0.0062776,           0.0062776,           0.0062776
                 190,            0.022626,            0.010402,            0.015771,             0.89247,             0.88414,             0.90511,             0.62672,             0.01364,           0.0032862,           0.0062611,           0.0062578,           0.0062578,           0.0062578
                 191,            0.022562,            0.010622,            0.015467,             0.89033,             0.88388,             0.90505,             0.62732,            0.013638,           0.0032852,           0.0062626,            0.006238,            0.006238,            0.006238
                 192,            0.022786,            0.010537,            0.015741,             0.89285,             0.88155,             0.90508,             0.62804,            0.013638,            0.003285,           0.0062811,           0.0062182,           0.0062182,           0.0062182
                 193,            0.022789,            0.010533,            0.015654,             0.87956,                0.89,             0.90575,             0.62761,            0.013633,            0.003285,           0.0063154,           0.0061984,           0.0061984,           0.0061984
                 194,            0.022562,            0.010549,            0.015848,             0.88297,             0.88847,              0.9056,             0.62748,            0.013643,           0.0032862,           0.0063037,           0.0061786,           0.0061786,           0.0061786
                 195,             0.02271,            0.010423,            0.015784,             0.88309,             0.88926,             0.90503,             0.62712,            0.013646,           0.0032874,           0.0063324,           0.0061588,           0.0061588,           0.0061588
                 196,            0.022656,            0.010445,            0.015882,             0.88158,             0.89418,             0.90561,             0.62592,            0.013652,            0.003289,           0.0063875,            0.006139,            0.006139,            0.006139
                 197,            0.022601,            0.010371,            0.015671,             0.88045,             0.89475,             0.90545,             0.62596,            0.013675,             0.00329,           0.0064402,           0.0061192,           0.0061192,           0.0061192
                 198,            0.022759,            0.010512,            0.015852,             0.88467,             0.89404,              0.9055,             0.62517,            0.013692,           0.0032914,           0.0064535,           0.0060994,           0.0060994,           0.0060994
                 199,            0.022545,            0.010457,             0.01602,              0.8863,             0.89265,             0.90565,             0.62529,            0.013709,           0.0032922,           0.0064512,           0.0060796,           0.0060796,           0.0060796
                 200,            0.022526,            0.010476,            0.015753,             0.89278,              0.8891,             0.90618,             0.62491,            0.013712,           0.0032909,           0.0063892,           0.0060598,           0.0060598,           0.0060598
                 201,            0.022475,            0.010506,            0.015977,              0.8948,             0.88774,              0.9061,             0.62535,            0.013719,            0.003293,           0.0063478,             0.00604,             0.00604,             0.00604
                 202,            0.022419,            0.010422,            0.015209,             0.88987,             0.88934,             0.90592,             0.62574,            0.013725,           0.0032917,           0.0062882,           0.0060202,           0.0060202,           0.0060202
                 203,             0.02263,            0.010426,            0.015326,             0.89124,             0.88721,             0.90619,             0.62539,            0.013733,           0.0032917,           0.0062407,           0.0060004,           0.0060004,           0.0060004
                 204,            0.022502,            0.010422,            0.015212,             0.88924,             0.88904,              0.9069,             0.62577,             0.01373,            0.003291,           0.0062166,           0.0059806,           0.0059806,           0.0059806
                 205,            0.022572,            0.010406,            0.015668,             0.88891,             0.88896,             0.90644,             0.62603,            0.013733,           0.0032901,           0.0061952,           0.0059608,           0.0059608,           0.0059608
                 206,            0.022341,            0.010499,            0.015573,             0.88894,             0.88938,             0.90624,             0.62562,            0.013741,             0.00329,           0.0061684,            0.005941,            0.005941,            0.005941
                 207,            0.022576,            0.010408,            0.015429,             0.88799,             0.88861,             0.90636,             0.62529,            0.013745,             0.00329,           0.0061385,           0.0059212,           0.0059212,           0.0059212
                 208,            0.022454,            0.010457,            0.015353,             0.88483,             0.89532,             0.90721,              0.6252,             0.01375,           0.0032924,           0.0061095,           0.0059014,           0.0059014,           0.0059014
                 209,            0.022152,            0.010414,            0.014585,             0.88138,             0.89809,             0.90691,             0.62534,            0.013735,           0.0032916,            0.006111,           0.0058816,           0.0058816,           0.0058816
                 210,            0.022381,            0.010372,            0.015053,             0.88751,             0.89051,             0.90713,             0.62518,            0.013735,           0.0032916,           0.0061141,           0.0058618,           0.0058618,           0.0058618
                 211,            0.022292,             0.01041,            0.015352,             0.88627,             0.89213,             0.90726,             0.62507,            0.013745,           0.0032928,           0.0061024,            0.005842,            0.005842,            0.005842
                 212,            0.022454,            0.010367,            0.015633,             0.88595,             0.89418,             0.90719,             0.62561,            0.013749,           0.0032924,           0.0061348,           0.0058222,           0.0058222,           0.0058222
                 213,             0.02243,             0.01051,            0.015697,             0.88805,             0.89097,             0.90722,             0.62505,            0.013743,           0.0032917,           0.0061397,           0.0058024,           0.0058024,           0.0058024
                 214,            0.022225,            0.010335,            0.015338,             0.88495,             0.89617,              0.9074,             0.62548,            0.013744,           0.0032909,           0.0061444,           0.0057826,           0.0057826,           0.0057826
                 215,            0.022446,            0.010461,            0.015306,             0.88534,             0.89542,             0.90749,             0.62581,            0.013743,           0.0032899,           0.0061165,           0.0057628,           0.0057628,           0.0057628
                 216,            0.022284,            0.010343,            0.015121,             0.88951,             0.89083,             0.90723,             0.62507,            0.013747,           0.0032898,           0.0061247,            0.005743,            0.005743,            0.005743
                 217,            0.022329,            0.010399,            0.015114,             0.89275,             0.89085,             0.90739,             0.62561,             0.01375,           0.0032896,           0.0061084,           0.0057232,           0.0057232,           0.0057232
                 218,             0.02225,            0.010376,            0.015571,             0.89352,             0.89044,             0.90751,             0.62512,            0.013754,           0.0032911,           0.0061058,           0.0057034,           0.0057034,           0.0057034
                 219,            0.022284,            0.010341,            0.015095,             0.89453,             0.89164,             0.90756,              0.6248,            0.013763,            0.003291,            0.006102,           0.0056836,           0.0056836,           0.0056836
                 220,            0.022401,            0.010387,            0.015057,             0.89371,             0.89387,             0.90742,             0.62432,            0.013769,             0.00329,           0.0061008,           0.0056638,           0.0056638,           0.0056638
                 221,            0.022356,            0.010411,            0.014995,             0.89412,             0.89378,             0.90728,             0.62395,            0.013774,           0.0032907,           0.0060969,            0.005644,            0.005644,            0.005644
                 222,            0.022122,            0.010387,            0.015002,             0.89208,             0.89387,             0.90729,             0.62409,            0.013784,            0.003289,            0.006104,           0.0056242,           0.0056242,           0.0056242
                 223,            0.022076,            0.010388,            0.015212,             0.89293,             0.89324,             0.90759,              0.6245,            0.013792,           0.0032899,            0.006096,           0.0056044,           0.0056044,           0.0056044
                 224,             0.02224,            0.010344,            0.015365,             0.89354,             0.89093,              0.9074,             0.62444,            0.013792,           0.0032905,           0.0060937,           0.0055846,           0.0055846,           0.0055846
                 225,            0.022307,            0.010387,             0.01576,             0.89394,              0.8887,              0.9075,             0.62468,            0.013796,             0.00329,           0.0060998,           0.0055648,           0.0055648,           0.0055648
                 226,            0.021977,            0.010237,            0.014744,             0.89056,             0.89576,              0.9075,             0.62468,            0.013793,           0.0032897,           0.0060972,            0.005545,            0.005545,            0.005545
                 227,            0.022275,            0.010289,             0.01495,             0.89433,             0.89193,             0.90781,              0.6247,            0.013791,           0.0032892,           0.0061056,           0.0055252,           0.0055252,           0.0055252
                 228,            0.022299,            0.010249,            0.014849,             0.89494,             0.89067,             0.90764,             0.62478,             0.01379,           0.0032891,           0.0061199,           0.0055054,           0.0055054,           0.0055054
                 229,            0.022159,            0.010184,            0.014228,              0.8978,             0.89263,             0.90843,             0.62531,            0.013792,            0.003289,           0.0061268,           0.0054856,           0.0054856,           0.0054856
                 230,            0.022071,            0.010339,            0.014826,             0.89602,             0.89281,             0.90806,             0.62542,             0.01379,           0.0032882,           0.0061315,           0.0054658,           0.0054658,           0.0054658
                 231,            0.021955,             0.01038,            0.015165,             0.89427,             0.89438,             0.90811,             0.62526,            0.013795,           0.0032882,           0.0061454,            0.005446,            0.005446,            0.005446
                 232,            0.022292,            0.010343,            0.014382,             0.89548,             0.89121,             0.90824,             0.62509,            0.013796,           0.0032889,           0.0061609,           0.0054262,           0.0054262,           0.0054262
                 233,            0.022217,             0.01029,            0.014723,             0.89578,             0.89125,             0.90833,             0.62511,            0.013793,           0.0032881,           0.0061567,           0.0054064,           0.0054064,           0.0054064
                 234,            0.022268,            0.010319,             0.01453,             0.89203,             0.89642,             0.90862,             0.62624,            0.013797,           0.0032881,           0.0061514,           0.0053866,           0.0053866,           0.0053866
                 235,            0.022155,            0.010226,            0.014629,             0.89783,             0.89057,             0.90882,             0.62587,            0.013797,           0.0032881,           0.0061336,           0.0053668,           0.0053668,           0.0053668
                 236,            0.022013,            0.010227,            0.014542,             0.89813,              0.8906,             0.90867,             0.62629,            0.013793,           0.0032889,           0.0061291,            0.005347,            0.005347,            0.005347
                 237,            0.022159,            0.010339,            0.014807,             0.89789,             0.89101,             0.90886,             0.62698,             0.01379,           0.0032897,           0.0061338,           0.0053272,           0.0053272,           0.0053272
                 238,            0.022095,             0.01031,            0.014342,             0.89794,             0.89099,             0.90837,             0.62722,            0.013787,           0.0032897,           0.0061436,           0.0053074,           0.0053074,           0.0053074
