                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.67983,                0.54528,                 1.0132,                0.90418,                0.91464,                0.92338,                0.65814,                 1.0444,                0.56987,                 1.2934,                0.00472,                0.00472,                0.00472
                    162,                0.66598,                0.53131,                 1.0093,                0.90285,                0.91633,                0.92357,                0.65817,                 1.0443,                0.57048,                 1.2936,               0.004687,               0.004687,               0.004687
                    163,                0.66998,                0.54159,                 1.0109,                0.90443,                0.91509,                0.92407,                0.65797,                 1.0447,                0.57083,                 1.2945,               0.004654,               0.004654,               0.004654
                    164,                0.67228,                0.52905,                 1.0111,                0.90285,                0.91644,                0.92413,                0.65826,                 1.0448,                0.57115,                  1.295,               0.004621,               0.004621,               0.004621
                    165,                0.66487,                0.53279,                 1.0092,                0.90198,                0.91567,                0.92424,                0.65887,                 1.0448,                0.57159,                 1.2955,               0.004588,               0.004588,               0.004588
                    166,                0.66519,                0.53305,                 1.0064,                0.90106,                0.91426,                0.92388,                0.65885,                 1.0451,                0.57151,                 1.2962,               0.004555,               0.004555,               0.004555
                    167,                 0.6686,                0.53674,                 1.0088,                0.90113,                  0.913,                0.92368,                0.65875,                 1.0449,                0.57161,                 1.2966,               0.004522,               0.004522,               0.004522
                    168,                0.66455,                0.53533,                 1.0085,                0.90093,                0.91467,                0.92365,                0.65757,                 1.0452,                0.57168,                 1.2972,               0.004489,               0.004489,               0.004489
                    169,                0.65982,                0.52725,                 1.0062,                0.89951,                 0.9158,                0.92356,                0.65779,                 1.0451,                0.57146,                 1.2979,               0.004456,               0.004456,               0.004456
                    170,                 0.6633,                0.52966,                 1.0089,                0.89926,                0.91662,                0.92384,                 0.6588,                 1.0447,                0.57105,                 1.2984,               0.004423,               0.004423,               0.004423
                    171,                0.65642,                0.53113,                  1.005,                0.89869,                0.91697,                0.92383,                0.65795,                 1.0452,                0.57087,                 1.2993,                0.00439,                0.00439,                0.00439
                    172,                 0.6512,                0.51954,                 1.0028,                0.89863,                0.91694,                0.92414,                0.65843,                 1.0454,                0.57177,                 1.2998,               0.004357,               0.004357,               0.004357
                    173,                0.65424,                0.52517,                 1.0048,                0.89865,                0.91807,                0.92424,                 0.6589,                 1.0453,                0.57147,                 1.3001,               0.004324,               0.004324,               0.004324
                    174,                0.65923,                 0.5367,                 1.0051,                0.89945,                0.91737,                0.92425,                 0.6583,                 1.0452,                0.57137,                 1.3004,               0.004291,               0.004291,               0.004291
                    175,                0.65662,                0.52189,                 1.0047,                0.89934,                0.91769,                0.92447,                 0.6578,                 1.0451,                0.57162,                 1.3008,               0.004258,               0.004258,               0.004258
                    176,                0.64866,                0.51148,                 1.0019,                0.89971,                0.91811,                0.92433,                0.65788,                 1.0446,                0.57206,                 1.3009,               0.004225,               0.004225,               0.004225
                    177,                0.64584,                0.51753,                  1.001,                0.90004,                0.91764,                0.92448,                0.65774,                 1.0442,                 0.5725,                  1.301,               0.004192,               0.004192,               0.004192
                    178,                0.64655,                0.51569,                 1.0006,                0.90095,                0.91806,                0.92432,                0.65849,                 1.0445,                0.57308,                 1.3019,               0.004159,               0.004159,               0.004159
                    179,                0.64696,                0.51224,                 0.9998,                0.90197,                0.91682,                0.92418,                0.65826,                 1.0444,                0.57315,                 1.3024,               0.004126,               0.004126,               0.004126
                    180,                0.64624,                0.51318,                      1,                0.90169,                0.91504,                0.92416,                0.65797,                  1.044,                0.57361,                 1.3028,               0.004093,               0.004093,               0.004093
                    181,                0.64497,                0.51228,                 1.0014,                  0.902,                0.91555,                0.92443,                0.65844,                 1.0435,                0.57428,                 1.3029,                0.00406,                0.00406,                0.00406
                    182,                0.64347,                 0.5099,                 1.0008,                0.89955,                0.91732,                 0.9243,                0.65791,                 1.0438,                0.57398,                 1.3036,               0.004027,               0.004027,               0.004027
                    183,                0.64172,                0.50941,                 1.0003,                0.89785,                0.91582,                0.92417,                0.65713,                 1.0441,                 0.5732,                 1.3044,               0.003994,               0.003994,               0.003994
                    184,                0.63887,                0.51225,                0.99777,                 0.8969,                  0.915,                0.92406,                0.65714,                 1.0443,                0.57337,                 1.3049,               0.003961,               0.003961,               0.003961
                    185,                0.63602,                0.50526,                0.99764,                0.89871,                0.91359,                0.92428,                0.65735,                 1.0446,                0.57317,                 1.3057,               0.003928,               0.003928,               0.003928
                    186,                0.63833,                0.51377,                0.99694,                0.89828,                0.91497,                0.92412,                0.65783,                 1.0449,                0.57331,                 1.3067,               0.003895,               0.003895,               0.003895
                    187,                0.63072,                0.50306,                0.99615,                0.89902,                0.91301,                0.92461,                0.65827,                 1.0452,                0.57329,                 1.3077,               0.003862,               0.003862,               0.003862
                    188,                0.62965,                 0.4996,                0.99568,                0.90199,                0.91349,                0.92435,                 0.6587,                 1.0454,                0.57309,                 1.3083,               0.003829,               0.003829,               0.003829
